URL,Listing_ID,Type,Subtype,Price,Bedroom,Living_area,Listing_address,Postal_code,Locality,District,Swimming_pool,Garden,Garden_area,Surface_of_land,Terrace,Kitchen,Facade,Open Fire,Furnished,State of the building
https://www.immoweb.be/en/classified/house/for-sale/dilbeek%20groot-bijgaarden/1702/10669458,10669458,house,house,239000,1,165.0,Oude R. Pelgrimslaan 44,1702,Dilbeek Groot-Bijgaarden,Halle-Vilvoorde,False,,,140,True,not installed,2.0,False,,TO_RESTORE
https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/10669455,10669455,house,house,389000,3,135.0,None None,6700,Arlon,Arlon,False,True,300,290,True,installed,2.0,False,False,GOOD
https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/10669454,10669454,house,house,389000,3,135.0,None None,6700,Arlon,Arlon,False,True,300,290,True,installed,2.0,False,False,GOOD
https://www.immoweb.be/en/classified/kot/for-sale/jette/1090/10669453,10669453,apartment,kot,285000,2,,Dupréstraat 94,1090,Jette,Brussels,False,,,,True,,2.0,False,,AS_NEW
https://www.immoweb.be/en/classified/house/for-sale/lebbeke/9280/10669452,10669452,house,house,409000,4,215.0,Baasrodestraat 133,9280,Lebbeke,Dendermonde,False,,,874,True,hyper equipped,3.0,False,False,GOOD
https://www.immoweb.be/en/classified/exceptional-property/for-sale/grimbergen/1853/10669451,10669451,house,exceptional property,715000,4,321.0,Strombeeklinde 88,1853,Grimbergen,Halle-Vilvoorde,False,,,437,True,installed,3.0,False,,JUST_RENOVATED
https://www.immoweb.be/en/classified/apartment/for-sale/aarschot/3200/10669450,10669450,apartment,apartment,259000,2,90.0,Pastoor Dergentlaan 12,3200,Aarschot,Leuven,False,,,,True,installed,4.0,False,False,AS_NEW
https://www.immoweb.be/en/classified/apartment/for-sale/aarschot/3200/10669449,10669449,apartment,apartment,245000,2,81.0,Pastoor Dergentlaan 12,3200,Aarschot,Leuven,False,,,,True,usa installed,,False,False,GOOD
https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/10669447,10669447,house,apartment block,1050000,7,400.0,Plantinstraat 20,1070,Anderlecht,Brussels,False,True,25,101,True,semi equipped,2.0,False,False,AS_NEW
https://www.immoweb.be/en/classified/apartment/for-sale/anderlecht/1070/10669446,10669446,apartment,apartment,450000,2,124.0,Plantinstraat 20,1070,Anderlecht,Brussels,False,True,25,,True,semi equipped,2.0,False,False,AS_NEW
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/10669445,10669445,house,house,930000,2,313.0,Visserij 199,9000,Gent,Gent,False,,,128,True,,2.0,False,False,TO_RENOVATE
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/10669444,10669444,apartment,apartment,395000,2,100.0,Avenue De Fré 269,1180,Uccle,Brussels,False,,,,True,,,False,False,TO_RENOVATE
